Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Acarospora glaucocarpa f. glaucocarpa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora glaucocarpa var. cervina,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora glaucocarpa var. depauperata,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora glaucocarpa var. glaucocarpa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora heppii f. luteopruinosa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Caeruleum,Caeruleum heppii
Acarospora lapponica var. lapponica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne,Sarcogyne lapponica
Acarospora macrospora f. macrospora,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora macrospora subsp. macrospora,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora macrospora subsp. murorum,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora macrospora var. incusa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora macrospora var. macrospora,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora molybdina var. brunneola,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora brunneola
Acarospora nitrophila subsp. normanii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora nitrophila subsp. praeruptorum,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora nitrophila var. praeruptorum,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora praeruptorum var. aequatula,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora scyphulifera var. verruciformis,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora scabrida
Acarospora smaragdula subsp. lesdainii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora smaragdula var. benedarensis,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Trimmatothelopsis,Trimmatothelopsis benedarensis
Acarospora smaragdula var. fusca,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Silobia,Silobia rufescens
Acarospora smaragdula var. lesdainii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora smaragdula var. murina,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora smaragdula var. scyphulifera,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora smaragdula var. sinopica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora sinopica
Acarospora smaragdula var. verruciformis,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora scabrida
Acarospora squamulosa f. albomarginata,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,Protoparmeliopsis,Protoparmeliopsis muralis
Acarospora squamulosa f. marginata,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora squamulosa var. incusa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora macrospora
Acarospora veronensis var. fuscata,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora fuscata
Acarospora badiofusca var. badiofusca,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora badiofusca
Acarospora cervina var. conspersa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora cervina var. depauperata,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora cervina var. privigna,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora privigna
Acarospora cervina var. sinopica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora sinopica
Acarospora flava var. chlorophana,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Pleopsidium,Pleopsidium chlorophanum
Acarospora fuscata var. admissa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora admissa
Acarospora fuscata var. sinopica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora sinopica
Acarospora fuscata var. veronensis,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora veronensis
Acarospora lorentzii var. lorentzii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora lorentzii
Acarospora lorentzii var. perfecta,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora lorentzii
Acarospora scabra var. candidissima,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Glypholecia,Glypholecia candidissima
Acarospora schleicheri var. schleicheri,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora schleicheri
Acarospora simplex var. simplex,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora privigna
Acarospora sinopica var. sinopica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora sinopica
Acarospora squamulosa var. percaenoides,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora squamulosa var. subrufula,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora subrufula
Acarospora alutacea f. sinopica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora sinopica
Acarospora badiofusca f. badiofusca,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora badiofusca
Acarospora citrina f. citrina,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora citrina
Acarospora fuscata f. sinopica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora sinopica
Acarospora glaucocarpa f. percaenoides,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora schleicheri f. schleicheri,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora schleicheri
Acarospora subrufula f. subrufula,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora subrufula
Acarospora aequatula,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora amphibola,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora atrata,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora impressula
Acarospora berica,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Fuscideaceae,Maronea,Maronea berica
Acarospora candidissima,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Glypholecia,Glypholecia candidissima
Acarospora chlorophana,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Pleopsidium,Pleopsidium chlorophanum
Acarospora chrysocardia,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora chrysocardia
Acarospora cinerea,Fungi,Ascomycota,Lecanoromycetes,,,,
Acarospora clavus,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne,Sarcogyne clavus
Acarospora constans,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Fuscideaceae,Maronea,Maronea constans
Acarospora cyclocarpa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Polysporina,Polysporina cyclocarpa
Acarospora discreta,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora discreta
Acarospora fusca,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Silobia,Silobia rufescens
Acarospora heppii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Caeruleum,Caeruleum heppii
Acarospora hypophaea,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne,Sarcogyne hypophaea
Acarospora intricata,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Timdalia,Timdalia intricata
Acarospora lapponica,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne,Sarcogyne lapponica
Acarospora lesdainii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora magnussonii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora veronensis
Acarospora moenium,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora moenium
Acarospora muddii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora murina,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora normanii,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora opaca,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora impressula
Acarospora patellata,Fungi,Ascomycota,Lichinomycetes,Lichinales,Peltulaceae,Peltula,Peltula patellata
Acarospora pelioscypha,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora squamulosa
Acarospora pelioscyphoides,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora fuscata
Acarospora percaenoides,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora glaucocarpa
Acarospora praeruptorum,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila
Acarospora privigna,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora privigna
Acarospora pruinosa,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne,Sarcogyne pruinosa
Acarospora scabrida,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora scabrida
Acarospora scyphulifera,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Myriospora,Myriospora smaragdula
Acarospora simplex,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora privigna
Acarospora subfuscescens,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Polysporina,Polysporina subfuscescens
Acarospora subglebosa,Fungi,Ascomycota,Lichinomycetes,Lichinales,Peltulaceae,Peltula,Peltula obscurans
Acarospora testudinea,Fungi,Ascomycota,Lecanoromycetes,Rhizocarpales,Sporastatiaceae,Sporastatia,Sporastatia testudinea
Acarospora velana,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Variospora,Variospora dolomiticola
Acarosporomyces chlorophanus,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Pleopsidium,Pleopsidium chlorophanum
Acaulium albonigrescens,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Microascus,Microascus albonigrescens
Acaulium flavum,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis flava
Acaulopage acanthospora var. acanthospora,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Acaulopage,Acaulopage acanthospora
Acaulopage acanthospora var. magna,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Acaulopage,Acaulopage acanthospora
Acaulopage ischnospora var. ischnospora,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Acaulopage,Acaulopage ischnospora
Acaulopage ischnospora var. pleacra,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Acaulopage,Acaulopage ischnospora
Acaulopage tetraceros var. longa,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Acaulopage,Acaulopage tetraceros
Acaulopage tetraceros var. tetraceros,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Acaulopage,Acaulopage tetraceros
Acaulopage pectospora,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Zoopagaceae,Zoophagus,Zoophagus pectosporus
Acaulospora appendicula,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora appendicula
Acaulospora gerdemannii,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Ambisporaceae,Ambispora,Ambispora jimgerdemannii
Acaulospora trappei,Fungi,Glomeromycota,Glomeromycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Archaeospora trappei
Acerbia bacillata,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Daruvedia,Daruvedia bacillata
Acerviclypeatus poriformans,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Ophiodothella,Ophiodothella angustissima
Acetabula leucomelaena var. percevalii,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Dissingia,Dissingia leucomelaena
Acetabula clypeata,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Paxina,Paxina clypeata
Acetabula albida,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tarzettaceae,Tarzetta,Tarzetta catinus
Acetabula ancilis,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
Acetabula calyx,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,
Acetabula costifera,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Helvella costifera
Acetabula cribrosa,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Helotium,Helotium cribrosum
Acetabula leucomelaena,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Dissingia,Dissingia leucomelaena
Acetabula percevalii,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Dissingia,Dissingia leucomelaena
Acetabula queletii,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Paxina,Paxina queletii
Acetabula sulcata,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,,
Acetabula vulgaris,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Helvella acetabulum
Achaetomiella fusispora,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Achaetomiella,
Achaetomiella macrospora,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Achaetomium,Achaetomium macrosporum
Achaetomiella megaspora,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Arcopilus,Arcopilus megasporus
Achaetomium cristalliferum,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium strumarium
Achaetomium fusisporum,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Achaetomium,Achaetomium macrosporum
Achaetomium hamadae,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Pseudothielavia,Pseudothielavia hamadae
Achaetomium irregulare,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,Subramaniula flavipila
Achaetomium luteum,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium luteum
Achaetomium nepalense,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium nepalense
Achaetomium purpurascens,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Arcopilus,Arcopilus purpurascens
Achaetomium strumarium,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium strumarium
Achaetomium thielavioides,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,Subramaniula thielavioides
Achaetomium uniapiculatum,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium uniapiculatum
Achitonium mycophilum,Fungi,Ascomycota,,,,Pactilia,Pactilia mycophila
Achorion milochevitchii,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton milochevitchii
Achorion concentricum,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton concentricum
Achorion ferrugineum,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Microsporum,Microsporum ferrugineum
Achorion gallinae,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Microsporum,Microsporum gallinae
Achorion quinckeanum,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton quinckeanum
Achorion schoenleinii,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton schoenleinii
Achorion soudanense,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton soudanense
Achorion yaoundei,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton,Trichophyton violaceum
Achroomyces arrhytidiae var. minutus,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeaceae,Achroomyces,Achroomyces arrhytidiae
Achroomyces abditus,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeaceae,Achroomyces,
Achroomyces australis,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeaceae,Platygloea,Platygloea australis
Achroomyces bisporus,Fungi,Basidiomycota,Microbotryomycetes,,Colacogloeaceae,Colacogloea,Colacogloea bispora
Achroomyces disciformis,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeaceae,Platygloea,Platygloea disciformis
Achroomyces effusus,Fungi,Basidiomycota,Microbotryomycetes,,Colacogloeaceae,Colacogloea,Colacogloea effusa
Achroomyces fimetarius,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium fimetarium
Achroomyces microsporus,Fungi,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium sebaceum
Achroomyces mycophilus,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeaceae,Platygloea,Platygloea mycophila
Achroomyces peniophorae,Fungi,Basidiomycota,Microbotryomycetes,,Colacogloeaceae,Colacogloea,Colacogloea peniophorae
Achroomyces pubescens,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Myxosporium,Myxosporium pubescens
Achroomyces pustulatus,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Platygloeaceae,Platygloea,Platygloea pustulata
Achroomyces sebaceus,Fungi,Basidiomycota,Cystobasidiomycetes,Naohideales,Naohideaceae,Naohidea,Naohidea sebacea
Achroomyces vestitus,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Phleogenaceae,Bourdotigloea,Bourdotigloea vestita
Acia membranacea subsp. subochracea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Phlebiodontia,Phlebiodontia subochracea
Acia stenodon var. nodulosa,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Mycoacia aurea
Acia uda subsp. denticulata,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,Steccherinum ochraceum
Acia uda var. grisea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Mycoacia uda
Acia alutacea,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Alutaceodontia,Alutaceodontia alutacea
Acia arguta,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hyphodontiaceae,Hyphodontia,Hyphodontia arguta
Acia aurea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Mycoacia aurea
Acia bicolor,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,Resinicium bicolor
Acia castanea,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Mycoacia fuscoatra
Acia ciliolata,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,Steccherinum,Steccherinum ciliolatum
Acia crinalis,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella crinalis
Acia dissita,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,Dentipellis dissita
Acia eriozona,Fungi,Basidiomycota,Agaricomycetes,Russulales,Gloeodontiaceae,Gloeodontia,Gloeodontia discolor
Acia farinacea,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Sistotremataceae,Trechispora,Trechispora farinacea
Acia ferruginosa,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia ferruginosa
Acia fuscoatra,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Mycoacia fuscoatra
Acia hollii,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,,Trichaptum,Trichaptum fuscoviolaceum
Acia licentii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Radulomyces,Radulomyces licentii
Acia macrodon,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Dentipellis,Dentipellis macrodon
Acia membranacea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Radulomycetaceae,Radulomyces,Radulomyces molaris
Acia nivea,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Sistotremataceae,Trechispora,Trechispora nivea
Acia nodulosa,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Mycoacia,Mycoacia aurea
Acia pinastri,Fungi,Basidiomycota,Agaricomycetes,Boletales,Paxillaceae,Hydnomerulius,Hydnomerulius pinastri
Acia pyramidata,Fungi,Basidiomycota,Agaricomycetes,Russulales,Gloeodontiaceae,Gloeodontia,Gloeodontia pyramidata
